,SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash,Event,Round,Batch
1,./04_12_BC_000001.JPG,04_12_BC_000001.JPG,858 kB,,1/1/13 3:12,2000x1500,,0,2.8,100,,No Flash,1,4,3
3,./04_12_BC_000002.JPG,04_12_BC_000002.JPG,858 kB,,1/1/13 3:12,2000x1500,,0,2.8,100,,No Flash,1,4,3
4,./04_12_BC_000003.JPG,04_12_BC_000003.JPG,858 kB,,1/1/13 3:12,2000x1500,,0,2.8,100,,No Flash,1,4,3
5,./35_16_BC_0001.JPG,35_16_BC_0001.JPG,867 kB,BTC5HDPX,10/19/19 11:42,2000x1125,42.0 mm,1/1069,2.4,100,Unknown (288),"Auto, Did not fire",2,4,3
13,./35_16_BC_0002.JPG,35_16_BC_0002.JPG,870 kB,BTC5HDPX,10/19/19 11:42,2000x1125,42.0 mm,1/1272,2.4,100,Unknown (288),"Auto, Did not fire",2,4,3
20,./35_16_BC_0003.JPG,35_16_BC_0003.JPG,867 kB,BTC5HDPX,10/19/19 11:42,2000x1125,42.0 mm,1/1328,2.4,100,Unknown (288),"Auto, Did not fire",2,4,3
2,./35_16_BC_0001 2.JPG,35_16_BC_0001 2.JPG,877 kB,BTC5HDPX,10/19/19 11:44,2000x1125,42.0 mm,1/1328,2.4,100,Unknown (288),"Auto, Did not fire",3,4,3
9,./35_16_BC_0002 2.JPG,35_16_BC_0002 2.JPG,875 kB,BTC5HDPX,10/19/19 11:44,2000x1125,42.0 mm,1/1387,2.4,100,Unknown (288),"Auto, Did not fire",3,4,3
17,./35_16_BC_0003 2.JPG,35_16_BC_0003 2.JPG,875 kB,BTC5HDPX,10/19/19 11:44,2000x1125,42.0 mm,1/1387,2.4,100,Unknown (288),"Auto, Did not fire",3,4,3
6,./04_12_BC_000004.JPG,04_12_BC_000004.JPG,858 kB,,10/19/19 12:43,2000x1500,,0,2.8,100,,No Flash,4,4,3
8,./04_12_BC_000005.JPG,04_12_BC_000005.JPG,825 kB,,10/19/19 12:43,2000x1500,,0,2.8,100,,No Flash,4,4,3
10,./04_12_BC_000006.JPG,04_12_BC_000006.JPG,873 kB,,10/19/19 12:43,2000x1500,,0,2.8,100,,No Flash,4,4,3
24,./35_16_BC_0004.JPG,35_16_BC_0004.JPG,868 kB,BTC5HDPX,10/19/19 15:21,2000x1125,42.0 mm,1/790,2.4,100,Unknown (288),"Auto, Did not fire",5,4,3
28,./35_16_BC_0005.JPG,35_16_BC_0005.JPG,863 kB,BTC5HDPX,10/19/19 15:21,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",5,4,3
32,./35_16_BC_0006.JPG,35_16_BC_0006.JPG,862 kB,BTC5HDPX,10/19/19 15:21,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",5,4,3
35,./35_16_BC_0007.JPG,35_16_BC_0007.JPG,858 kB,BTC5HDPX,10/19/19 15:22,2000x1125,42.0 mm,1/790,2.4,100,Unknown (288),"Auto, Did not fire",6,4,3
38,./35_16_BC_0008.JPG,35_16_BC_0008.JPG,878 kB,BTC5HDPX,10/19/19 15:22,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",6,4,3
41,./35_16_BC_0009.JPG,35_16_BC_0009.JPG,877 kB,BTC5HDPX,10/19/19 15:22,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",6,4,3
44,./35_16_BC_0010.JPG,35_16_BC_0010.JPG,862 kB,BTC5HDPX,10/19/19 15:23,2000x1125,42.0 mm,1/790,2.4,100,Unknown (288),"Auto, Did not fire",7,4,3
47,./35_16_BC_0011.JPG,35_16_BC_0011.JPG,860 kB,BTC5HDPX,10/19/19 15:23,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",7,4,3
50,./35_16_BC_0012.JPG,35_16_BC_0012.JPG,860 kB,BTC5HDPX,10/19/19 15:23,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",7,4,3
53,./35_16_BC_0013.JPG,35_16_BC_0013.JPG,864 kB,BTC5HDPX,10/19/19 15:24,2000x1125,42.0 mm,1/790,2.4,100,Unknown (288),"Auto, Did not fire",8,4,3
56,./35_16_BC_0014.JPG,35_16_BC_0014.JPG,862 kB,BTC5HDPX,10/19/19 15:24,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",8,4,3
59,./35_16_BC_0015.JPG,35_16_BC_0015.JPG,862 kB,BTC5HDPX,10/19/19 15:24,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",8,4,3
62,./35_16_BC_0016.JPG,35_16_BC_0016.JPG,875 kB,BTC5HDPX,10/19/19 15:26,2000x1125,42.0 mm,1/790,2.4,100,Unknown (288),"Auto, Did not fire",9,4,3
65,./35_16_BC_0017.JPG,35_16_BC_0017.JPG,873 kB,BTC5HDPX,10/19/19 15:26,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",9,4,3
68,./35_16_BC_0018.JPG,35_16_BC_0018.JPG,873 kB,BTC5HDPX,10/19/19 15:26,2000x1125,42.0 mm,1/800,2.4,100,Unknown (288),"Auto, Did not fire",9,4,3
71,./35_16_BC_0019.JPG,35_16_BC_0019.JPG,873 kB,BTC5HDPX,10/19/19 15:31,2000x1125,42.0 mm,1/724,2.4,100,Unknown (288),"Auto, Did not fire",10,4,3
74,./35_16_BC_0020.JPG,35_16_BC_0020.JPG,869 kB,BTC5HDPX,10/19/19 15:31,2000x1125,42.0 mm,1/756,2.4,100,Unknown (288),"Auto, Did not fire",10,4,3
77,./35_16_BC_0021.JPG,35_16_BC_0021.JPG,868 kB,BTC5HDPX,10/19/19 15:31,2000x1125,42.0 mm,1/756,2.4,100,Unknown (288),"Auto, Did not fire",10,4,3
80,./35_16_BC_0022.JPG,35_16_BC_0022.JPG,862 kB,BTC5HDPX,10/19/19 15:32,2000x1125,42.0 mm,1/693,2.4,100,Unknown (288),"Auto, Did not fire",11,4,3
83,./35_16_BC_0023.JPG,35_16_BC_0023.JPG,861 kB,BTC5HDPX,10/19/19 15:32,2000x1125,42.0 mm,1/724,2.4,100,Unknown (288),"Auto, Did not fire",11,4,3
86,./35_16_BC_0024.JPG,35_16_BC_0024.JPG,864 kB,BTC5HDPX,10/19/19 15:32,2000x1125,42.0 mm,1/756,2.4,100,Unknown (288),"Auto, Did not fire",11,4,3
12,./04_12_BC_000007.JPG,04_12_BC_000007.JPG,804 kB,,10/19/19 15:33,2000x1500,,0,2.8,100,,No Flash,75,4,3
14,./04_12_BC_000008.JPG,04_12_BC_000008.JPG,804 kB,,10/19/19 15:33,2000x1500,,0,2.8,100,,No Flash,75,4,3
16,./04_12_BC_000009.JPG,04_12_BC_000009.JPG,804 kB,,10/19/19 15:33,2000x1500,,0,2.8,100,,No Flash,75,4,3
89,./35_16_BC_0025.JPG,35_16_BC_0025.JPG,867 kB,BTC5HDPX,10/19/19 15:36,2000x1125,42.0 mm,1/693,2.4,100,Unknown (288),"Auto, Did not fire",12,4,3
92,./35_16_BC_0026.JPG,35_16_BC_0026.JPG,866 kB,BTC5HDPX,10/19/19 15:36,2000x1125,42.0 mm,1/724,2.4,100,Unknown (288),"Auto, Did not fire",12,4,3
95,./35_16_BC_0027.JPG,35_16_BC_0027.JPG,865 kB,BTC5HDPX,10/19/19 15:36,2000x1125,42.0 mm,1/724,2.4,100,Unknown (288),"Auto, Did not fire",12,4,3
98,./35_16_BC_0028.JPG,35_16_BC_0028.JPG,868 kB,BTC5HDPX,10/19/19 15:37,2000x1125,42.0 mm,1/693,2.4,100,Unknown (288),"Auto, Did not fire",13,4,3
101,./35_16_BC_0029.JPG,35_16_BC_0029.JPG,866 kB,BTC5HDPX,10/19/19 15:37,2000x1125,42.0 mm,1/724,2.4,100,Unknown (288),"Auto, Did not fire",13,4,3
104,./35_16_BC_0030.JPG,35_16_BC_0030.JPG,866 kB,BTC5HDPX,10/19/19 15:37,2000x1125,42.0 mm,1/724,2.4,100,Unknown (288),"Auto, Did not fire",13,4,3
18,./04_12_BC_000010.JPG,04_12_BC_000010.JPG,867 kB,,10/19/19 15:43,2000x1500,,0,2.8,100,,No Flash,14,4,3
19,./04_12_BC_000011.JPG,04_12_BC_000011.JPG,866 kB,,10/19/19 15:43,2000x1500,,0,2.8,100,,No Flash,14,4,3
21,./04_12_BC_000012.JPG,04_12_BC_000012.JPG,865 kB,,10/19/19 15:43,2000x1500,,0,2.8,100,,No Flash,14,4,3
23,./04_12_BC_000013.JPG,04_12_BC_000013.JPG,868 kB,,10/19/19 16:10,2000x1500,,0,2.8,100,,No Flash,15,4,3
25,./04_12_BC_000014.JPG,04_12_BC_000014.JPG,866 kB,,10/19/19 16:10,2000x1500,,0,2.8,100,,No Flash,15,4,3
27,./04_12_BC_000015.JPG,04_12_BC_000015.JPG,866 kB,,10/19/19 16:10,2000x1500,,0,2.8,100,,No Flash,15,4,3
29,./04_12_BC_000016.JPG,04_12_BC_000016.JPG,854 kB,,10/20/19 7:57,2000x1500,,0,2.8,100,,No Flash,16,4,3
31,./04_12_BC_000017.JPG,04_12_BC_000017.JPG,855 kB,,10/20/19 7:57,2000x1500,,0,2.8,100,,No Flash,16,4,3
33,./04_12_BC_000018.JPG,04_12_BC_000018.JPG,854 kB,,10/20/19 7:57,2000x1500,,0,2.8,100,,No Flash,16,4,3
34,./04_12_BC_000019.JPG,04_12_BC_000019.JPG,823 kB,,10/20/19 7:58,2000x1500,,0,2.8,100,,No Flash,17,4,3
36,./04_12_BC_000020.JPG,04_12_BC_000020.JPG,823 kB,,10/20/19 7:58,2000x1500,,0,2.8,100,,No Flash,17,4,3
37,./04_12_BC_000021.JPG,04_12_BC_000021.JPG,822 kB,,10/20/19 7:58,2000x1500,,0,2.8,100,,No Flash,17,4,3
39,./04_12_BC_000022.JPG,04_12_BC_000022.JPG,802 kB,,10/20/19 8:00,2000x1500,,0,2.8,100,,No Flash,18,4,3
40,./04_12_BC_000023.JPG,04_12_BC_000023.JPG,801 kB,,10/20/19 8:00,2000x1500,,0,2.8,100,,No Flash,18,4,3
42,./04_12_BC_000024.JPG,04_12_BC_000024.JPG,800 kB,,10/20/19 8:00,2000x1500,,0,2.8,100,,No Flash,18,4,3
43,./04_12_BC_000025.JPG,04_12_BC_000025.JPG,852 kB,,10/20/19 8:02,2000x1500,,0,2.8,100,,No Flash,19,4,3
45,./04_12_BC_000026.JPG,04_12_BC_000026.JPG,853 kB,,10/20/19 8:02,2000x1500,,0,2.8,100,,No Flash,19,4,3
46,./04_12_BC_000027.JPG,04_12_BC_000027.JPG,850 kB,,10/20/19 8:02,2000x1500,,0,2.8,100,,No Flash,19,4,3
48,./04_12_BC_000028.JPG,04_12_BC_000028.JPG,841 kB,,10/20/19 12:41,2000x1500,,0,2.8,100,,No Flash,20,4,3
49,./04_12_BC_000029.JPG,04_12_BC_000029.JPG,842 kB,,10/20/19 12:41,2000x1500,,0,2.8,100,,No Flash,20,4,3
51,./04_12_BC_000030.JPG,04_12_BC_000030.JPG,841 kB,,10/20/19 12:41,2000x1500,,0,2.8,100,,No Flash,20,4,3
52,./04_12_BC_000031.JPG,04_12_BC_000031.JPG,850 kB,,10/20/19 17:13,2000x1500,,0,2.8,100,,No Flash,21,4,3
54,./04_12_BC_000032.JPG,04_12_BC_000032.JPG,851 kB,,10/20/19 17:13,2000x1500,,0,2.8,100,,No Flash,21,4,3
55,./04_12_BC_000033.JPG,04_12_BC_000033.JPG,850 kB,,10/20/19 17:13,2000x1500,,0,2.8,100,,No Flash,21,4,3
107,./35_16_BC_0031.JPG,35_16_BC_0031.JPG,867 kB,BTC5HDPX,10/21/19 12:11,2000x1125,42.0 mm,1/1448,2.4,100,Unknown (288),"Auto, Did not fire",22,4,3
110,./35_16_BC_0032.JPG,35_16_BC_0032.JPG,865 kB,BTC5HDPX,10/21/19 12:11,2000x1125,42.0 mm,1/1579,2.4,100,Unknown (288),"Auto, Did not fire",22,4,3
113,./35_16_BC_0033.JPG,35_16_BC_0033.JPG,865 kB,BTC5HDPX,10/21/19 12:11,2000x1125,42.0 mm,1/1579,2.4,100,Unknown (288),"Auto, Did not fire",22,4,3
116,./35_16_BC_0034.JPG,35_16_BC_0034.JPG,875 kB,BTC5HDPX,10/21/19 17:46,2000x1125,42.0 mm,Jan-56,2.4,100,Unknown (288),"Auto, Did not fire",23,4,3
119,./35_16_BC_0035.JPG,35_16_BC_0035.JPG,876 kB,BTC5HDPX,10/21/19 17:46,2000x1125,42.0 mm,Jan-47,2.4,100,Unknown (288),"Auto, Did not fire",23,4,3
122,./35_16_BC_0036.JPG,35_16_BC_0036.JPG,877 kB,BTC5HDPX,10/21/19 17:46,2000x1125,42.0 mm,Jan-47,2.4,100,Unknown (288),"Auto, Did not fire",23,4,3
57,./04_12_BC_000034.JPG,04_12_BC_000034.JPG,809 kB,,10/23/19 8:26,2000x1500,,0,2.8,100,,No Flash,24,4,3
58,./04_12_BC_000035.JPG,04_12_BC_000035.JPG,879 kB,,10/23/19 8:26,2000x1500,,0,2.8,100,,No Flash,24,4,3
60,./04_12_BC_000036.JPG,04_12_BC_000036.JPG,878 kB,,10/23/19 8:26,2000x1500,,0,2.8,100,,No Flash,24,4,3
61,./04_12_BC_000037.JPG,04_12_BC_000037.JPG,826 kB,,10/30/19 8:42,2000x1500,,0,2.8,100,,No Flash,25,4,3
63,./04_12_BC_000038.JPG,04_12_BC_000038.JPG,826 kB,,10/30/19 8:42,2000x1500,,0,2.8,100,,No Flash,25,4,3
64,./04_12_BC_000039.JPG,04_12_BC_000039.JPG,825 kB,,10/30/19 8:42,2000x1500,,0,2.8,100,,No Flash,25,4,3
66,./04_12_BC_000040.JPG,04_12_BC_000040.JPG,860 kB,,11/1/19 7:02,2000x1500,,0,2.8,100,,No Flash,26,4,3
67,./04_12_BC_000041.JPG,04_12_BC_000041.JPG,858 kB,,11/1/19 7:02,2000x1500,,0,2.8,100,,No Flash,26,4,3
69,./04_12_BC_000042.JPG,04_12_BC_000042.JPG,857 kB,,11/1/19 7:02,2000x1500,,0,2.8,100,,No Flash,26,4,3
124,./35_16_BC_0037.JPG,35_16_BC_0037.JPG,872 kB,BTC5HDPX,11/1/19 11:47,2000x1125,42.0 mm,1/1600,2.4,100,Unknown (288),"Auto, Did not fire",27,4,3
125,./35_16_BC_0038.JPG,35_16_BC_0038.JPG,873 kB,BTC5HDPX,11/1/19 11:47,2000x1125,42.0 mm,1/1798,2.4,100,Unknown (288),"Auto, Did not fire",27,4,3
126,./35_16_BC_0039.JPG,35_16_BC_0039.JPG,872 kB,BTC5HDPX,11/1/19 11:47,2000x1125,42.0 mm,1/1878,2.4,100,Unknown (288),"Auto, Did not fire",27,4,3
127,./35_16_BC_0040.JPG,35_16_BC_0040.JPG,877 kB,BTC5HDPX,11/2/19 7:38,2000x1125,42.0 mm,30-Jan,2.4,400,Unknown (288),"Auto, Did not fire",28,4,3
128,./35_16_BC_0041.JPG,35_16_BC_0041.JPG,877 kB,BTC5HDPX,11/2/19 7:38,2000x1125,42.0 mm,30-Jan,2.4,400,Unknown (288),"Auto, Did not fire",28,4,3
129,./35_16_BC_0042.JPG,35_16_BC_0042.JPG,877 kB,BTC5HDPX,11/2/19 7:38,2000x1125,42.0 mm,30-Jan,2.4,400,Unknown (288),"Auto, Did not fire",28,4,3
70,./04_12_BC_000043.JPG,04_12_BC_000043.JPG,766 kB,,11/2/19 11:50,2000x1500,,0,2.8,100,,No Flash,29,4,3
72,./04_12_BC_000044.JPG,04_12_BC_000044.JPG,874 kB,,11/2/19 11:50,2000x1500,,0,2.8,100,,No Flash,29,4,3
73,./04_12_BC_000045.JPG,04_12_BC_000045.JPG,871 kB,,11/2/19 11:50,2000x1500,,0,2.8,100,,No Flash,29,4,3
75,./04_12_BC_000046.JPG,04_12_BC_000046.JPG,820 kB,,11/4/19 18:11,2000x1500,,0,2.8,100,,No Flash,30,4,3
76,./04_12_BC_000047.JPG,04_12_BC_000047.JPG,819 kB,,11/4/19 18:11,2000x1500,,0,2.8,100,,No Flash,30,4,3
78,./04_12_BC_000048.JPG,04_12_BC_000048.JPG,814 kB,,11/4/19 18:11,2000x1500,,0,2.8,100,,No Flash,30,4,3
130,./35_16_BC_0043.JPG,35_16_BC_0043.JPG,851 kB,BTC5HDPX,11/5/19 2:42,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",31,4,3
131,./35_16_BC_0044.JPG,35_16_BC_0044.JPG,875 kB,BTC5HDPX,11/5/19 2:42,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",31,4,3
132,./35_16_BC_0045.JPG,35_16_BC_0045.JPG,869 kB,BTC5HDPX,11/5/19 2:42,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",31,4,3
133,./35_16_BC_0046.JPG,35_16_BC_0046.JPG,879 kB,BTC5HDPX,11/6/19 1:40,2000x1125,42.0 mm,15-Jan,2.4,100,Unknown (288),"Auto, Fired",32,4,3
134,./35_16_BC_0047.JPG,35_16_BC_0047.JPG,856 kB,BTC5HDPX,11/6/19 1:40,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",32,4,3
135,./35_16_BC_0048.JPG,35_16_BC_0048.JPG,840 kB,BTC5HDPX,11/6/19 1:40,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",32,4,3
136,./35_16_BC_0049.JPG,35_16_BC_0049.JPG,865 kB,BTC5HDPX,11/6/19 14:12,2000x1125,42.0 mm,1/1600,2.4,100,Unknown (288),"Auto, Did not fire",33,4,3
137,./35_16_BC_0050.JPG,35_16_BC_0050.JPG,863 kB,BTC5HDPX,11/6/19 14:12,2000x1125,42.0 mm,1/1600,2.4,100,Unknown (288),"Auto, Did not fire",33,4,3
138,./35_16_BC_0051.JPG,35_16_BC_0051.JPG,872 kB,BTC5HDPX,11/6/19 14:12,2000x1125,42.0 mm,1/1600,2.4,100,Unknown (288),"Auto, Did not fire",33,4,3
139,./35_16_BC_0052.JPG,35_16_BC_0052.JPG,868 kB,BTC5HDPX,11/8/19 9:50,2000x1125,42.0 mm,Jan-35,2.4,100,Unknown (288),"Auto, Did not fire",34,4,3
140,./35_16_BC_0053.JPG,35_16_BC_0053.JPG,856 kB,BTC5HDPX,11/8/19 9:50,2000x1125,42.0 mm,Jan-43,2.4,100,Unknown (288),"Auto, Did not fire",34,4,3
141,./35_16_BC_0054.JPG,35_16_BC_0054.JPG,855 kB,BTC5HDPX,11/8/19 9:50,2000x1125,42.0 mm,Jan-35,2.4,100,Unknown (288),"Auto, Did not fire",34,4,3
142,./35_16_BC_0055.JPG,35_16_BC_0055.JPG,835 kB,BTC5HDPX,11/9/19 8:04,2000x1125,42.0 mm,1/173,2.4,100,Unknown (288),"Auto, Did not fire",35,4,3
143,./35_16_BC_0056.JPG,35_16_BC_0056.JPG,837 kB,BTC5HDPX,11/9/19 8:04,2000x1125,42.0 mm,1/200,2.4,100,Unknown (288),"Auto, Did not fire",35,4,3
144,./35_16_BC_0057.JPG,35_16_BC_0057.JPG,833 kB,BTC5HDPX,11/9/19 8:04,2000x1125,42.0 mm,1/189,2.4,100,Unknown (288),"Auto, Did not fire",35,4,3
145,./35_16_BC_0058.JPG,35_16_BC_0058.JPG,845 kB,BTC5HDPX,11/10/19 1:14,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",36,4,3
146,./35_16_BC_0059.JPG,35_16_BC_0059.JPG,800 kB,BTC5HDPX,11/10/19 1:14,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",36,4,3
147,./35_16_BC_0060.JPG,35_16_BC_0060.JPG,872 kB,BTC5HDPX,11/10/19 1:14,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",36,4,3
148,./35_16_BC_0064.JPG,35_16_BC_0064.JPG,844 kB,BTC5HDPX,11/10/19 1:50,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",37,4,3
149,./35_16_BC_0065.JPG,35_16_BC_0065.JPG,873 kB,BTC5HDPX,11/10/19 1:50,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",37,4,3
150,./35_16_BC_0066.JPG,35_16_BC_0066.JPG,872 kB,BTC5HDPX,11/10/19 1:50,2000x1125,42.0 mm,15-Jan,2.4,200,Unknown (288),"Auto, Fired",37,4,3
